method,score,calls
cross-encoder,-1.0962259769439697,1
cross-encoder,-1.0949220657348633,1
cross-encoder,-1.083180546760559,1
cross-encoder,-1.0828994512557983,1
cross-encoder,-1.0765128135681152,1
cross-encoder,-1.0728962421417236,1
cross-encoder,-1.071266770362854,1
cross-encoder,-1.068187952041626,1
cross-encoder,-1.0436246395111084,1
cross-encoder,-1.0421414375305176,1
cross-encoder,-1.0269389152526855,1
cross-encoder,-1.0202090740203857,1
cross-encoder,-1.0080716609954834,1
cross-encoder,-1.0077539682388306,1
cross-encoder,-1.0068798065185547,1
cross-encoder,-0.9901736974716187,1
cross-encoder,-0.982695996761322,1
cross-encoder,-0.9814749956130981,1
cross-encoder,-0.9787267446517944,1
cross-encoder,-0.976425290107727,1
cross-encoder,-0.9729148149490356,1
cross-encoder,-0.9513258934020996,1
cross-encoder,-0.9510089159011841,1
cross-encoder,-0.9376344680786133,1
cross-encoder,-0.93031907081604,1
cross-encoder,-0.924241840839386,1
cross-encoder,-0.9206902384757996,1
cross-encoder,-0.917540431022644,1
cross-encoder,-0.9109221696853638,1
cross-encoder,-0.9090414643287659,1
cross-encoder,-0.9066140651702881,1
cross-encoder,-0.8969093561172485,1
cross-encoder,-0.8900355100631714,1
cross-encoder,-0.8892011642456055,1
cross-encoder,-0.8834447860717773,1
cross-encoder,-0.8809565305709839,1
cross-encoder,-0.8800588846206665,1
cross-encoder,-0.8774933218955994,1
cross-encoder,-0.8727749586105347,1
cross-encoder,-0.8623170852661133,1
cross-encoder,-0.8588178157806396,1
cross-encoder,-0.854009211063385,1
cross-encoder,-0.8490446209907532,1
cross-encoder,-0.846982479095459,1
cross-encoder,-0.8440842032432556,1
cross-encoder,-0.8344224691390991,1
cross-encoder,-0.8156933784484863,1
cross-encoder,-0.8081541061401367,1
cross-encoder,-0.8066161870956421,1
cross-encoder,-0.7897753119468689,1
cross-encoder,-0.7892438173294067,1
cross-encoder,-0.7819749116897583,1
cross-encoder,-0.7797422409057617,1
cross-encoder,-0.7672654390335083,1
cross-encoder,-0.7652451992034912,1
cross-encoder,-0.7646652460098267,1
cross-encoder,-0.7573425769805908,1
cross-encoder,-0.7558332681655884,1
cross-encoder,-0.753733217716217,1
cross-encoder,-0.7523254752159119,1
cross-encoder,-0.7521059513092041,1
cross-encoder,-0.7484219074249268,1
cross-encoder,-0.7476195096969604,2
cross-encoder,-0.7343932390213013,1
cross-encoder,-0.7319784164428711,1
cross-encoder,-0.7222989201545715,1
cross-encoder,-0.7006558179855347,1
cross-encoder,-0.6954498291015625,1
cross-encoder,-0.6855316758155823,1
cross-encoder,-0.6773295402526855,1
cross-encoder,-0.672622799873352,1
cross-encoder,-0.6701472997665405,1
cross-encoder,-0.6693702936172485,1
cross-encoder,-0.6644026637077332,1
cross-encoder,-0.6567923426628113,1
cross-encoder,-0.6524600982666016,1
cross-encoder,-0.6500619053840637,1
cross-encoder,-0.6311076879501343,1
cross-encoder,-0.6304587125778198,1
cross-encoder,-0.6254769563674927,1
cross-encoder,-0.6187714338302612,1
cross-encoder,-0.6141902208328247,1
cross-encoder,-0.6098831295967102,1
cross-encoder,-0.5846827030181885,1
cross-encoder,-0.58360356092453,1
cross-encoder,-0.582825779914856,1
cross-encoder,-0.5776557922363281,1
cross-encoder,-0.5726987719535828,1
cross-encoder,-0.5667810440063477,1
cross-encoder,-0.5633385181427002,1
cross-encoder,-0.5565328001976013,1
cross-encoder,-0.5474196672439575,1
cross-encoder,-0.5451935529708862,1
cross-encoder,-0.5426926612854004,1
cross-encoder,-0.5283437371253967,1
cross-encoder,-0.5269604921340942,1
cross-encoder,-0.5258281230926514,1
cross-encoder,-0.5245659947395325,1
cross-encoder,-0.5187143683433533,1
cross-encoder,-0.5067230463027954,1
cross-encoder,-0.5031729340553284,1
cross-encoder,-0.5010227560997009,1
cross-encoder,-0.4998219609260559,1
cross-encoder,-0.4991607069969177,1
cross-encoder,-0.4876534938812256,2
cross-encoder,-0.47259825468063354,1
cross-encoder,-0.4685746729373932,1
cross-encoder,-0.45626628398895264,1
cross-encoder,-0.4562653601169586,1
cross-encoder,-0.4536726176738739,1
cross-encoder,-0.4468960165977478,1
cross-encoder,-0.44187480211257935,1
cross-encoder,-0.4388817250728607,1
cross-encoder,-0.43287402391433716,1
cross-encoder,-0.43217939138412476,1
cross-encoder,-0.4275490641593933,1
cross-encoder,-0.4268985986709595,1
cross-encoder,-0.4248371720314026,1
cross-encoder,-0.4243263602256775,1
cross-encoder,-0.4032741189002991,1
cross-encoder,-0.4024067223072052,1
cross-encoder,-0.39907562732696533,1
cross-encoder,-0.39430302381515503,1
cross-encoder,-0.3885669410228729,1
cross-encoder,-0.378515362739563,1
cross-encoder,-0.37637758255004883,1
cross-encoder,-0.3738526701927185,1
cross-encoder,-0.3721187114715576,1
cross-encoder,-0.36816152930259705,1
cross-encoder,-0.36720216274261475,1
cross-encoder,-0.35486871004104614,1
cross-encoder,-0.34908366203308105,1
cross-encoder,-0.34755992889404297,1
cross-encoder,-0.34369900822639465,1
cross-encoder,-0.3343281149864197,1
cross-encoder,-0.3210947811603546,2
cross-encoder,-0.3206196129322052,2
cross-encoder,-0.3205348253250122,1
cross-encoder,-0.3164757490158081,1
cross-encoder,-0.31608325242996216,1
cross-encoder,-0.3131289482116699,1
cross-encoder,-0.3088967800140381,1
cross-encoder,-0.30721402168273926,1
cross-encoder,-0.30608537793159485,1
cross-encoder,-0.29616090655326843,1
cross-encoder,-0.29389482736587524,1
cross-encoder,-0.28883302211761475,1
cross-encoder,-0.28527891635894775,1
cross-encoder,-0.2810821533203125,1
cross-encoder,-0.27651357650756836,1
cross-encoder,-0.26804202795028687,1
cross-encoder,-0.2667270302772522,1
cross-encoder,-0.2571062743663788,1
cross-encoder,-0.25368374586105347,1
cross-encoder,-0.25200554728507996,1
cross-encoder,-0.25053977966308594,1
cross-encoder,-0.242931067943573,1
cross-encoder,-0.2420722246170044,1
cross-encoder,-0.2375737428665161,1
cross-encoder,-0.2301996797323227,1
cross-encoder,-0.23002828657627106,1
cross-encoder,-0.22286173701286316,1
cross-encoder,-0.2079169750213623,1
cross-encoder,-0.195313960313797,1
cross-encoder,-0.18534691631793976,1
cross-encoder,-0.17712357640266418,1
cross-encoder,-0.16657961905002594,1
cross-encoder,-0.1566762924194336,1
cross-encoder,-0.13185986876487732,1
cross-encoder,-0.1264239102602005,1
cross-encoder,-0.10976890474557877,1
cross-encoder,-0.10644320398569107,1
cross-encoder,-0.10331948101520538,1
cross-encoder,-0.10218538343906403,1
cross-encoder,-0.09282571077346802,1
cross-encoder,-0.08465263247489929,1
cross-encoder,-0.08160535246133804,1
cross-encoder,-0.07815603166818619,1
cross-encoder,-0.07480894029140472,1
cross-encoder,-0.07128055393695831,1
cross-encoder,-0.06511293351650238,1
cross-encoder,-0.058631978929042816,1
cross-encoder,-0.0575157031416893,1
cross-encoder,-0.030077336356043816,1
cross-encoder,-0.02644565887749195,1
cross-encoder,-0.021820180118083954,1
cross-encoder,-0.021692510694265366,1
cross-encoder,-0.02073737233877182,1
cross-encoder,-0.008221335709095001,1
cross-encoder,-0.005615878850221634,1
cross-encoder,0.00197727233171463,1
cross-encoder,0.007291615009307861,1
cross-encoder,0.014736026525497437,1
cross-encoder,0.019490238279104233,1
cross-encoder,0.031513117253780365,1
cross-encoder,0.05394091084599495,1
cross-encoder,0.05643875524401665,1
cross-encoder,0.05771856755018234,1
cross-encoder,0.06477788835763931,1
cross-encoder,0.0717335045337677,1
cross-encoder,0.08238781243562698,1
cross-encoder,0.08409421145915985,1
cross-encoder,0.092072032392025,1
cross-encoder,0.0934051051735878,1
cross-encoder,0.10032355785369873,1
cross-encoder,0.10233083367347717,1
cross-encoder,0.1265144646167755,1
cross-encoder,0.13153347373008728,1
cross-encoder,0.13236477971076965,1
cross-encoder,0.13558492064476013,1
cross-encoder,0.13835421204566956,1
cross-encoder,0.1455451250076294,1
cross-encoder,0.15637770295143127,1
cross-encoder,0.16118478775024414,1
cross-encoder,0.16479037702083588,1
cross-encoder,0.1674865484237671,1
cross-encoder,0.16781018674373627,1
cross-encoder,0.17097562551498413,1
cross-encoder,0.17160987854003906,1
cross-encoder,0.17808836698532104,1
cross-encoder,0.18797031044960022,1
cross-encoder,0.19168806076049805,1
cross-encoder,0.22111943364143372,1
cross-encoder,0.22343818843364716,1
cross-encoder,0.22695466876029968,1
cross-encoder,0.22919383645057678,1
cross-encoder,0.23458105325698853,1
cross-encoder,0.23532798886299133,1
cross-encoder,0.2434222251176834,1
cross-encoder,0.24526464939117432,1
cross-encoder,0.2468094527721405,1
cross-encoder,0.250533789396286,1
cross-encoder,0.2546389400959015,1
cross-encoder,0.25490909814834595,1
cross-encoder,0.2652553915977478,1
cross-encoder,0.2659825086593628,1
cross-encoder,0.26983585953712463,1
cross-encoder,0.27235957980155945,1
cross-encoder,0.30652710795402527,1
cross-encoder,0.31838250160217285,1
cross-encoder,0.3187287449836731,1
cross-encoder,0.3322700560092926,1
cross-encoder,0.33286169171333313,1
cross-encoder,0.3334329128265381,1
cross-encoder,0.33757656812667847,1
cross-encoder,0.33827126026153564,1
cross-encoder,0.34467536211013794,1
cross-encoder,0.3521716594696045,1
cross-encoder,0.3593582510948181,1
cross-encoder,0.36010828614234924,1
cross-encoder,0.39053475856781006,1
cross-encoder,0.39842766523361206,1
cross-encoder,0.39891430735588074,1
cross-encoder,0.3996296525001526,1
cross-encoder,0.40645337104797363,1
cross-encoder,0.40892961621284485,1
cross-encoder,0.4126679301261902,2
cross-encoder,0.4148271679878235,1
cross-encoder,0.418818861246109,1
cross-encoder,0.42169666290283203,1
cross-encoder,0.42219293117523193,1
cross-encoder,0.4229796826839447,1
cross-encoder,0.4310712218284607,1
cross-encoder,0.44054287672042847,1
cross-encoder,0.4435804486274719,1
cross-encoder,0.4533606171607971,1
cross-encoder,0.4610527753829956,1
cross-encoder,0.47003060579299927,1
cross-encoder,0.47304248809814453,1
cross-encoder,0.47492480278015137,1
cross-encoder,0.483989953994751,1
cross-encoder,0.4862459897994995,1
cross-encoder,0.4915570020675659,1
cross-encoder,0.5020043849945068,1
cross-encoder,0.50534588098526,1
cross-encoder,0.5082219839096069,1
cross-encoder,0.5115975141525269,1
cross-encoder,0.5185273885726929,1
cross-encoder,0.5248724222183228,1
cross-encoder,0.5370504856109619,2
cross-encoder,0.5430935621261597,1
cross-encoder,0.5456899404525757,1
cross-encoder,0.5479974746704102,1
cross-encoder,0.5482951998710632,1
cross-encoder,0.5568244457244873,1
cross-encoder,0.560312032699585,1
cross-encoder,0.5791308879852295,1
cross-encoder,0.5832327008247375,1
cross-encoder,0.5927326083183289,1
cross-encoder,0.5957976579666138,1
cross-encoder,0.6077558398246765,1
cross-encoder,0.6108475923538208,1
cross-encoder,0.6230612397193909,1
cross-encoder,0.6240848898887634,1
cross-encoder,0.6245683431625366,1
cross-encoder,0.6364136338233948,1
cross-encoder,0.637416660785675,1
cross-encoder,0.6432881951332092,1
cross-encoder,0.6489795446395874,1
cross-encoder,0.6601409912109375,1
cross-encoder,0.6649097204208374,1
cross-encoder,0.6723591089248657,1
cross-encoder,0.6742163896560669,1
cross-encoder,0.6766928434371948,1
cross-encoder,0.6898987293243408,1
cross-encoder,0.696152925491333,1
cross-encoder,0.700495183467865,1
cross-encoder,0.7014410495758057,1
cross-encoder,0.7069780826568604,1
cross-encoder,0.7100450992584229,1
cross-encoder,0.717162013053894,1
cross-encoder,0.7216155529022217,1
cross-encoder,0.7303111553192139,1
cross-encoder,0.7386708855628967,1
cross-encoder,0.7411950826644897,1
cross-encoder,0.74931800365448,1
cross-encoder,0.7503927946090698,1
cross-encoder,0.7518632411956787,1
cross-encoder,0.76450115442276,1
cross-encoder,0.7674066424369812,1
cross-encoder,0.7843040227890015,1
cross-encoder,0.801571249961853,1
cross-encoder,0.8029584884643555,1
cross-encoder,0.8064873218536377,1
cross-encoder,0.8119136691093445,1
cross-encoder,0.812975287437439,1
cross-encoder,0.8195204734802246,2
cross-encoder,0.8276627659797668,1
cross-encoder,0.831081211566925,1
cross-encoder,0.8345812559127808,1
cross-encoder,0.8360594511032104,1
cross-encoder,0.8368774652481079,1
cross-encoder,0.8508782982826233,1
cross-encoder,0.8662801384925842,1
cross-encoder,0.8726765513420105,1
cross-encoder,0.8741163015365601,1
cross-encoder,0.8747971057891846,1
cross-encoder,0.8762462139129639,1
cross-encoder,0.8848044276237488,1
cross-encoder,0.8866112232208252,1
cross-encoder,0.8972606658935547,1
cross-encoder,0.8989882469177246,1
cross-encoder,0.9011173248291016,1
cross-encoder,0.9174662232398987,1
cross-encoder,0.9210460186004639,1
cross-encoder,0.9440443515777588,1
cross-encoder,0.9563146829605103,1
cross-encoder,0.9617356061935425,1
cross-encoder,0.9621798992156982,1
cross-encoder,0.9640986323356628,1
cross-encoder,0.9776624441146851,1
cross-encoder,0.9797624349594116,1
cross-encoder,0.9830201268196106,1
cross-encoder,0.9834260940551758,1
cross-encoder,0.9862626194953918,1
cross-encoder,0.9916690587997437,1
cross-encoder,1.0011155605316162,1
cross-encoder,1.003745675086975,1
cross-encoder,1.0081486701965332,1
cross-encoder,1.0082663297653198,1
cross-encoder,1.012811303138733,1
cross-encoder,1.0187307596206665,1
cross-encoder,1.0191071033477783,1
cross-encoder,1.0274837017059326,1
cross-encoder,1.0282574892044067,1
cross-encoder,1.0309441089630127,1
cross-encoder,1.0309442281723022,1
cross-encoder,1.0350338220596313,1
cross-encoder,1.0357751846313477,1
cross-encoder,1.0386505126953125,1
cross-encoder,1.0411124229431152,1
cross-encoder,1.043230414390564,1
cross-encoder,1.050809621810913,1
cross-encoder,1.0512584447860718,1
cross-encoder,1.0565786361694336,1
cross-encoder,1.058110237121582,1
cross-encoder,1.0665597915649414,1
cross-encoder,1.067757487297058,1
cross-encoder,1.070346713066101,1
cross-encoder,1.0981686115264893,1
cross-encoder,1.1008471250534058,1
cross-encoder,1.1130443811416626,1
cross-encoder,1.1158030033111572,1
cross-encoder,1.1175429821014404,1
cross-encoder,1.1191167831420898,1
cross-encoder,1.1209369897842407,1
cross-encoder,1.1298860311508179,1
cross-encoder,1.1385555267333984,1
cross-encoder,1.1449153423309326,1
cross-encoder,1.1463539600372314,1
cross-encoder,1.153267741203308,1
cross-encoder,1.1580579280853271,1
cross-encoder,1.1620903015136719,1
cross-encoder,1.1699087619781494,1
cross-encoder,1.1718335151672363,1
cross-encoder,1.1861975193023682,1
cross-encoder,1.1961182355880737,1
cross-encoder,1.205014705657959,1
cross-encoder,1.20798921585083,1
cross-encoder,1.211397409439087,1
cross-encoder,1.2171399593353271,1
cross-encoder,1.2381538152694702,1
cross-encoder,1.2444546222686768,1
cross-encoder,1.244674563407898,1
cross-encoder,1.252884864807129,1
cross-encoder,1.2531578540802002,1
cross-encoder,1.2596447467803955,1
cross-encoder,1.2603962421417236,1
cross-encoder,1.2652108669281006,1
cross-encoder,1.2654836177825928,1
cross-encoder,1.2701897621154785,1
cross-encoder,1.284883737564087,1
cross-encoder,1.307382345199585,1
cross-encoder,1.3154945373535156,1
cross-encoder,1.3204755783081055,1
cross-encoder,1.35270094871521,1
cross-encoder,1.3566665649414062,1
cross-encoder,1.3610007762908936,1
cross-encoder,1.3672596216201782,1
cross-encoder,1.3684992790222168,1
cross-encoder,1.3883371353149414,1
cross-encoder,1.3916852474212646,1
cross-encoder,1.3933309316635132,1
cross-encoder,1.4003283977508545,1
cross-encoder,1.4067773818969727,1
cross-encoder,1.4068529605865479,1
cross-encoder,1.4146504402160645,1
cross-encoder,1.415500283241272,1
cross-encoder,1.4215123653411865,1
cross-encoder,1.4287141561508179,1
cross-encoder,1.4346215724945068,1
cross-encoder,1.4355639219284058,1
cross-encoder,1.4361755847930908,1
cross-encoder,1.4468467235565186,1
cross-encoder,1.448116660118103,1
cross-encoder,1.4552794694900513,1
cross-encoder,1.4575481414794922,1
cross-encoder,1.4612584114074707,1
cross-encoder,1.461573839187622,1
cross-encoder,1.4795259237289429,1
cross-encoder,1.4868505001068115,1
cross-encoder,1.4940496683120728,1
cross-encoder,1.5068129301071167,1
cross-encoder,1.5077077150344849,1
cross-encoder,1.5203661918640137,1
cross-encoder,1.5285823345184326,1
cross-encoder,1.5298244953155518,1
cross-encoder,1.529973030090332,1
cross-encoder,1.5415382385253906,1
cross-encoder,1.5544674396514893,1
cross-encoder,1.5563383102416992,1
cross-encoder,1.5665448904037476,1
cross-encoder,1.56955087184906,1
cross-encoder,1.5755407810211182,1
cross-encoder,1.5774261951446533,1
cross-encoder,1.5885857343673706,1
cross-encoder,1.5944881439208984,1
cross-encoder,1.596656322479248,1
cross-encoder,1.5995014905929565,1
cross-encoder,1.620629072189331,1
cross-encoder,1.6222771406173706,1
cross-encoder,1.6246988773345947,1
cross-encoder,1.6259546279907227,1
cross-encoder,1.629319429397583,1
cross-encoder,1.6341031789779663,1
cross-encoder,1.6451139450073242,1
cross-encoder,1.6507694721221924,1
cross-encoder,1.6527185440063477,1
cross-encoder,1.6682677268981934,1
cross-encoder,1.6700985431671143,1
cross-encoder,1.6798696517944336,1
cross-encoder,1.6889874935150146,1
cross-encoder,1.6916245222091675,1
cross-encoder,1.7048282623291016,1
cross-encoder,1.706636905670166,1
cross-encoder,1.7110440731048584,1
cross-encoder,1.718343734741211,1
cross-encoder,1.723029613494873,1
cross-encoder,1.7239041328430176,1
cross-encoder,1.728072166442871,1
cross-encoder,1.739774227142334,1
cross-encoder,1.7526617050170898,1
cross-encoder,1.7621748447418213,1
cross-encoder,1.764533281326294,1
cross-encoder,1.774623155593872,1
cross-encoder,1.7900309562683105,1
cross-encoder,1.797685146331787,1
cross-encoder,1.8063323497772217,1
cross-encoder,1.832040786743164,1
cross-encoder,1.8330583572387695,1
cross-encoder,1.8350493907928467,1
cross-encoder,1.8375661373138428,1
cross-encoder,1.849092960357666,1
cross-encoder,1.8619654178619385,1
cross-encoder,1.8689734935760498,1
cross-encoder,1.8805806636810303,1
cross-encoder,1.8835015296936035,1
cross-encoder,1.8843019008636475,1
cross-encoder,1.8876557350158691,1
cross-encoder,1.8930442333221436,1
cross-encoder,1.8950591087341309,1
cross-encoder,1.9027454853057861,1
cross-encoder,1.9141372442245483,1
cross-encoder,1.9156869649887085,1
cross-encoder,1.922001838684082,1
cross-encoder,1.922815203666687,1
cross-encoder,1.9332879781723022,1
cross-encoder,1.9482579231262207,1
cross-encoder,1.953993558883667,1
cross-encoder,1.9554978609085083,1
cross-encoder,1.9648557901382446,1
cross-encoder,1.9649569988250732,1
cross-encoder,1.972200632095337,1
cross-encoder,1.9958653450012207,1
cross-encoder,2.002741575241089,1
cross-encoder,2.003164768218994,1
cross-encoder,2.0219733715057373,1
cross-encoder,2.0260732173919678,1
cross-encoder,2.0331716537475586,1
cross-encoder,2.0474724769592285,1
cross-encoder,2.048213481903076,1
cross-encoder,2.051431655883789,1
cross-encoder,2.0552656650543213,1
cross-encoder,2.063598394393921,1
cross-encoder,2.068765640258789,1
cross-encoder,2.078963041305542,1
cross-encoder,2.0941402912139893,1
cross-encoder,2.106980800628662,1
cross-encoder,2.1156516075134277,1
cross-encoder,2.1220316886901855,1
cross-encoder,2.126919746398926,1
cross-encoder,2.135960817337036,1
cross-encoder,2.137298345565796,1
cross-encoder,2.141467571258545,1
cross-encoder,2.1415581703186035,1
cross-encoder,2.141810417175293,1
cross-encoder,2.1480605602264404,1
cross-encoder,2.1556341648101807,1
cross-encoder,2.16726016998291,1
cross-encoder,2.16861891746521,1
cross-encoder,2.174586296081543,1
cross-encoder,2.176917552947998,1
cross-encoder,2.1801226139068604,1
cross-encoder,2.186542272567749,1
cross-encoder,2.187943458557129,1
cross-encoder,2.190556049346924,1
cross-encoder,2.1926398277282715,1
cross-encoder,2.211655616760254,1
cross-encoder,2.2165489196777344,1
cross-encoder,2.2485077381134033,1
cross-encoder,2.2499475479125977,2
cross-encoder,2.2553646564483643,1
cross-encoder,2.261786937713623,1
cross-encoder,2.2632899284362793,1
cross-encoder,2.266819953918457,1
cross-encoder,2.2753806114196777,1
cross-encoder,2.2760696411132812,1
cross-encoder,2.2833566665649414,1
cross-encoder,2.2924561500549316,1
cross-encoder,2.297511577606201,1
cross-encoder,2.300027847290039,1
cross-encoder,2.307321071624756,1
cross-encoder,2.3193955421447754,1
cross-encoder,2.380095958709717,1
cross-encoder,2.384023666381836,1
cross-encoder,2.39475154876709,1
cross-encoder,2.4073269367218018,1
cross-encoder,2.4125595092773438,1
cross-encoder,2.413511276245117,1
cross-encoder,2.4182581901550293,1
cross-encoder,2.4198360443115234,1
cross-encoder,2.4524667263031006,1
cross-encoder,2.457834482192993,1
cross-encoder,2.4624462127685547,1
cross-encoder,2.4636788368225098,1
cross-encoder,2.4690418243408203,1
cross-encoder,2.472238063812256,1
cross-encoder,2.4827027320861816,2
cross-encoder,2.4843478202819824,1
cross-encoder,2.49172043800354,1
cross-encoder,2.5033206939697266,1
cross-encoder,2.512392044067383,1
cross-encoder,2.519256591796875,1
cross-encoder,2.5217385292053223,1
cross-encoder,2.521923542022705,1
cross-encoder,2.536695957183838,1
cross-encoder,2.5407967567443848,1
cross-encoder,2.543285608291626,1
cross-encoder,2.5678505897521973,1
cross-encoder,2.5792038440704346,1
cross-encoder,2.5833046436309814,1
cross-encoder,2.590770721435547,1
cross-encoder,2.5974273681640625,1
cross-encoder,2.6060566902160645,1
cross-encoder,2.608924627304077,1
cross-encoder,2.623173952102661,1
cross-encoder,2.6268115043640137,1
cross-encoder,2.6379942893981934,1
cross-encoder,2.6428892612457275,1
cross-encoder,2.6481289863586426,1
cross-encoder,2.651212215423584,1
cross-encoder,2.6591973304748535,1
cross-encoder,2.6650702953338623,1
cross-encoder,2.687134265899658,1
cross-encoder,2.6872787475585938,1
cross-encoder,2.708610773086548,1
cross-encoder,2.7109808921813965,1
cross-encoder,2.7151756286621094,1
cross-encoder,2.7234561443328857,1
cross-encoder,2.7308621406555176,1
cross-encoder,2.744847059249878,1
cross-encoder,2.759042263031006,1
cross-encoder,2.7598211765289307,1
cross-encoder,2.777737855911255,1
cross-encoder,2.8013663291931152,1
cross-encoder,2.8073463439941406,1
cross-encoder,2.810067892074585,1
cross-encoder,2.8184080123901367,1
cross-encoder,2.832420587539673,1
cross-encoder,2.8344717025756836,1
cross-encoder,2.8372621536254883,1
cross-encoder,2.86021089553833,1
cross-encoder,2.8650853633880615,1
cross-encoder,2.868654727935791,1
cross-encoder,2.877624034881592,1
cross-encoder,2.8794684410095215,1
cross-encoder,2.8886561393737793,1
cross-encoder,2.9074602127075195,1
cross-encoder,2.9075045585632324,1
cross-encoder,2.9084181785583496,1
cross-encoder,2.9121577739715576,1
cross-encoder,2.9155285358428955,1
cross-encoder,2.9209203720092773,1
cross-encoder,2.9225845336914062,1
cross-encoder,2.948399543762207,1
cross-encoder,2.950157642364502,1
cross-encoder,2.9552648067474365,1
cross-encoder,2.9560554027557373,1
cross-encoder,2.9689712524414062,1
cross-encoder,2.9694881439208984,1
cross-encoder,2.9713313579559326,1
cross-encoder,2.9723029136657715,1
cross-encoder,2.9764490127563477,1
cross-encoder,2.9805965423583984,1
cross-encoder,2.9819929599761963,1
cross-encoder,2.9916436672210693,1
cross-encoder,2.995319366455078,1
cross-encoder,3.0016071796417236,1
cross-encoder,3.0143654346466064,1
cross-encoder,3.022383689880371,1
cross-encoder,3.0329689979553223,1
cross-encoder,3.034170389175415,1
cross-encoder,3.038054943084717,1
cross-encoder,3.0384488105773926,1
cross-encoder,3.0457606315612793,1
cross-encoder,3.069929361343384,1
cross-encoder,3.078795909881592,1
cross-encoder,3.097869873046875,1
cross-encoder,3.10539174079895,1
cross-encoder,3.114849805831909,1
cross-encoder,3.115957260131836,1
cross-encoder,3.120070695877075,1
cross-encoder,3.1239914894104004,1
cross-encoder,3.143881320953369,1
cross-encoder,3.1631698608398438,1
cross-encoder,3.1761600971221924,1
cross-encoder,3.1762709617614746,1
cross-encoder,3.215892791748047,1
cross-encoder,3.219367027282715,1
cross-encoder,3.2206931114196777,1
cross-encoder,3.2219104766845703,1
cross-encoder,3.225285768508911,1
cross-encoder,3.226576328277588,1
cross-encoder,3.2322394847869873,1
cross-encoder,3.2380733489990234,1
cross-encoder,3.24318528175354,1
cross-encoder,3.2459216117858887,1
cross-encoder,3.272385597229004,1
cross-encoder,3.273212194442749,1
cross-encoder,3.2838311195373535,1
cross-encoder,3.2891170978546143,1
cross-encoder,3.290775775909424,1
cross-encoder,3.2912211418151855,1
cross-encoder,3.300830602645874,1
cross-encoder,3.3052592277526855,1
cross-encoder,3.3174214363098145,1
cross-encoder,3.334656238555908,1
cross-encoder,3.3483667373657227,1
cross-encoder,3.348473072052002,1
cross-encoder,3.365138530731201,1
cross-encoder,3.3698222637176514,1
cross-encoder,3.376105308532715,1
cross-encoder,3.404265880584717,1
cross-encoder,3.4213168621063232,1
cross-encoder,3.4378654956817627,1
cross-encoder,3.4416236877441406,1
cross-encoder,3.4484639167785645,1
cross-encoder,3.4512133598327637,1
cross-encoder,3.4722256660461426,1
cross-encoder,3.4813597202301025,1
cross-encoder,3.4823198318481445,1
cross-encoder,3.482600688934326,1
cross-encoder,3.4918274879455566,1
cross-encoder,3.4931352138519287,1
cross-encoder,3.4940967559814453,1
cross-encoder,3.5071029663085938,1
cross-encoder,3.514025926589966,1
cross-encoder,3.5207555294036865,1
cross-encoder,3.5264158248901367,1
cross-encoder,3.5315420627593994,1
cross-encoder,3.5329136848449707,1
cross-encoder,3.5390725135803223,1
cross-encoder,3.595698833465576,1
cross-encoder,3.597872734069824,1
cross-encoder,3.5979342460632324,1
cross-encoder,3.598910093307495,1
cross-encoder,3.6016886234283447,1
cross-encoder,3.6212151050567627,1
cross-encoder,3.6289894580841064,1
cross-encoder,3.6327414512634277,1
cross-encoder,3.6507034301757812,1
cross-encoder,3.665296792984009,1
cross-encoder,3.666940689086914,1
cross-encoder,3.6760692596435547,1
cross-encoder,3.7157838344573975,1
cross-encoder,3.750265598297119,1
cross-encoder,3.7713747024536133,1
cross-encoder,3.7949304580688477,1
cross-encoder,3.7949748039245605,1
cross-encoder,3.8035168647766113,1
cross-encoder,3.8087854385375977,1
cross-encoder,3.820830821990967,1
cross-encoder,3.8391709327697754,1
cross-encoder,3.8432159423828125,1
cross-encoder,3.8457083702087402,1
cross-encoder,3.8473269939422607,1
cross-encoder,3.872227191925049,1
cross-encoder,3.878509998321533,1
cross-encoder,3.8831610679626465,1
cross-encoder,3.8854098320007324,1
cross-encoder,3.888080596923828,1
cross-encoder,3.901021957397461,1
cross-encoder,3.903277635574341,2
cross-encoder,3.9081151485443115,1
cross-encoder,3.9230246543884277,1
cross-encoder,3.9406375885009766,1
cross-encoder,3.9411745071411133,1
cross-encoder,3.949258327484131,1
cross-encoder,3.9775259494781494,1
cross-encoder,3.9795193672180176,1
cross-encoder,3.993870496749878,1
cross-encoder,4.004021167755127,1
cross-encoder,4.004830360412598,1
cross-encoder,4.017413139343262,1
cross-encoder,4.0193328857421875,1
cross-encoder,4.022314071655273,1
cross-encoder,4.0329084396362305,1
cross-encoder,4.034873008728027,1
cross-encoder,4.038824081420898,1
cross-encoder,4.046392440795898,1
cross-encoder,4.053802490234375,1
cross-encoder,4.060606002807617,1
cross-encoder,4.074081897735596,1
cross-encoder,4.080127716064453,1
cross-encoder,4.080321311950684,1
cross-encoder,4.095251083374023,1
cross-encoder,4.100670337677002,1
cross-encoder,4.108697891235352,1
cross-encoder,4.119770050048828,1
cross-encoder,4.134328842163086,1
cross-encoder,4.140806198120117,1
cross-encoder,4.167250633239746,1
cross-encoder,4.190672397613525,1
cross-encoder,4.199556827545166,1
cross-encoder,4.2018585205078125,1
cross-encoder,4.212472915649414,1
cross-encoder,4.212712287902832,1
