method,score,calls
cross-encoder,-10.550044059753418,1
cross-encoder,-10.549562454223633,1
cross-encoder,-10.5494384765625,1
cross-encoder,-10.54941177368164,1
cross-encoder,-10.54877758026123,1
cross-encoder,-10.548332214355469,1
cross-encoder,-10.543899536132812,1
cross-encoder,-10.543153762817383,1
cross-encoder,-10.54277229309082,1
cross-encoder,-10.541986465454102,1
cross-encoder,-10.541093826293945,1
cross-encoder,-10.540600776672363,1
cross-encoder,-10.540484428405762,1
cross-encoder,-10.538765907287598,1
cross-encoder,-10.53792953491211,1
cross-encoder,-10.537393569946289,1
cross-encoder,-10.536566734313965,1
cross-encoder,-10.536391258239746,1
cross-encoder,-10.534782409667969,1
cross-encoder,-10.534614562988281,1
cross-encoder,-10.533862113952637,1
cross-encoder,-10.533732414245605,1
cross-encoder,-10.532438278198242,1
cross-encoder,-10.532386779785156,1
cross-encoder,-10.532369613647461,1
cross-encoder,-10.53207778930664,1
cross-encoder,-10.531344413757324,1
cross-encoder,-10.529833793640137,1
cross-encoder,-10.528495788574219,1
cross-encoder,-10.527935028076172,1
cross-encoder,-10.527931213378906,1
cross-encoder,-10.52713394165039,1
cross-encoder,-10.525930404663086,1
cross-encoder,-10.524045944213867,1
cross-encoder,-10.523834228515625,1
cross-encoder,-10.52277946472168,1
cross-encoder,-10.522245407104492,1
cross-encoder,-10.521361351013184,1
cross-encoder,-10.521322250366211,1
cross-encoder,-10.521258354187012,1
cross-encoder,-10.521127700805664,1
cross-encoder,-10.520602226257324,1
cross-encoder,-10.520499229431152,1
cross-encoder,-10.5201416015625,1
cross-encoder,-10.519922256469727,1
cross-encoder,-10.518951416015625,1
cross-encoder,-10.518680572509766,1
cross-encoder,-10.518562316894531,1
cross-encoder,-10.51681900024414,1
cross-encoder,-10.516594886779785,1
cross-encoder,-10.513725280761719,1
cross-encoder,-10.513684272766113,1
cross-encoder,-10.51345157623291,1
cross-encoder,-10.51216983795166,1
cross-encoder,-10.512067794799805,1
cross-encoder,-10.51069450378418,1
cross-encoder,-10.51060676574707,1
cross-encoder,-10.509268760681152,1
cross-encoder,-10.508298873901367,1
cross-encoder,-10.507702827453613,1
cross-encoder,-10.507329940795898,1
cross-encoder,-10.506473541259766,1
cross-encoder,-10.505716323852539,1
cross-encoder,-10.505643844604492,1
cross-encoder,-10.504112243652344,1
cross-encoder,-10.503921508789062,1
cross-encoder,-10.503677368164062,1
cross-encoder,-10.503018379211426,1
cross-encoder,-10.502328872680664,1
cross-encoder,-10.500885963439941,1
cross-encoder,-10.500845909118652,1
cross-encoder,-10.49995231628418,1
cross-encoder,-10.499658584594727,1
cross-encoder,-10.498665809631348,1
cross-encoder,-10.498289108276367,1
cross-encoder,-10.49781322479248,1
cross-encoder,-10.49768352508545,1
cross-encoder,-10.496694564819336,1
cross-encoder,-10.496612548828125,1
cross-encoder,-10.495098114013672,1
cross-encoder,-10.494813919067383,1
cross-encoder,-10.494747161865234,1
cross-encoder,-10.494718551635742,1
cross-encoder,-10.494673728942871,1
cross-encoder,-10.493108749389648,1
cross-encoder,-10.491473197937012,1
cross-encoder,-10.491429328918457,1
cross-encoder,-10.491264343261719,1
cross-encoder,-10.491215705871582,1
cross-encoder,-10.491064071655273,1
cross-encoder,-10.490671157836914,1
cross-encoder,-10.487932205200195,1
cross-encoder,-10.48772144317627,1
cross-encoder,-10.487625122070312,1
cross-encoder,-10.48592472076416,1
cross-encoder,-10.484678268432617,1
cross-encoder,-10.483633041381836,1
cross-encoder,-10.48293685913086,1
cross-encoder,-10.481709480285645,1
cross-encoder,-10.481106758117676,1
cross-encoder,-10.480690002441406,1
cross-encoder,-10.479365348815918,1
cross-encoder,-10.478408813476562,1
cross-encoder,-10.477640151977539,1
cross-encoder,-10.477571487426758,1
cross-encoder,-10.475391387939453,1
cross-encoder,-10.475263595581055,1
cross-encoder,-10.473152160644531,1
cross-encoder,-10.471786499023438,1
cross-encoder,-10.471296310424805,1
cross-encoder,-10.46910285949707,1
cross-encoder,-10.468101501464844,1
cross-encoder,-10.467737197875977,1
cross-encoder,-10.467609405517578,1
cross-encoder,-10.46699047088623,1
cross-encoder,-10.466313362121582,1
cross-encoder,-10.466191291809082,1
cross-encoder,-10.465959548950195,1
cross-encoder,-10.465858459472656,1
cross-encoder,-10.465719223022461,1
cross-encoder,-10.465093612670898,1
cross-encoder,-10.464167594909668,1
cross-encoder,-10.4627685546875,1
cross-encoder,-10.462007522583008,1
cross-encoder,-10.46193790435791,1
cross-encoder,-10.461170196533203,1
cross-encoder,-10.461009979248047,1
cross-encoder,-10.4605073928833,1
cross-encoder,-10.460098266601562,1
cross-encoder,-10.460046768188477,1
cross-encoder,-10.459239959716797,1
cross-encoder,-10.4591064453125,1
cross-encoder,-10.458783149719238,1
cross-encoder,-10.458612442016602,1
cross-encoder,-10.458335876464844,1
cross-encoder,-10.45718765258789,1
cross-encoder,-10.456008911132812,1
cross-encoder,-10.455964088439941,1
cross-encoder,-10.455839157104492,1
cross-encoder,-10.45534896850586,1
cross-encoder,-10.455093383789062,1
cross-encoder,-10.454891204833984,1
cross-encoder,-10.454073905944824,1
cross-encoder,-10.453840255737305,1
cross-encoder,-10.451887130737305,1
cross-encoder,-10.451717376708984,1
cross-encoder,-10.451001167297363,1
cross-encoder,-10.450862884521484,1
cross-encoder,-10.449487686157227,1
cross-encoder,-10.449073791503906,1
cross-encoder,-10.448846817016602,1
cross-encoder,-10.443902969360352,1
cross-encoder,-10.443609237670898,1
cross-encoder,-10.442523956298828,1
cross-encoder,-10.441703796386719,1
cross-encoder,-10.441146850585938,1
cross-encoder,-10.440500259399414,1
cross-encoder,-10.439610481262207,1
cross-encoder,-10.437861442565918,1
cross-encoder,-10.437849998474121,1
cross-encoder,-10.43741226196289,1
cross-encoder,-10.437273025512695,1
cross-encoder,-10.436830520629883,1
cross-encoder,-10.436689376831055,1
cross-encoder,-10.436027526855469,1
cross-encoder,-10.435507774353027,1
cross-encoder,-10.435495376586914,1
cross-encoder,-10.435125350952148,1
cross-encoder,-10.434778213500977,1
cross-encoder,-10.43452262878418,1
cross-encoder,-10.433610916137695,1
cross-encoder,-10.433454513549805,1
cross-encoder,-10.433008193969727,1
cross-encoder,-10.43269157409668,1
cross-encoder,-10.429370880126953,1
cross-encoder,-10.427945137023926,1
cross-encoder,-10.4276123046875,1
cross-encoder,-10.426496505737305,1
cross-encoder,-10.425604820251465,1
cross-encoder,-10.42529296875,1
cross-encoder,-10.425107955932617,1
cross-encoder,-10.424381256103516,1
cross-encoder,-10.424344062805176,1
cross-encoder,-10.42141056060791,1
cross-encoder,-10.42064094543457,1
cross-encoder,-10.41995620727539,1
cross-encoder,-10.419538497924805,1
cross-encoder,-10.419204711914062,1
cross-encoder,-10.419041633605957,1
cross-encoder,-10.418964385986328,1
cross-encoder,-10.418947219848633,1
cross-encoder,-10.418825149536133,1
cross-encoder,-10.418623924255371,1
cross-encoder,-10.41824722290039,1
cross-encoder,-10.418045997619629,1
cross-encoder,-10.417400360107422,1
cross-encoder,-10.417158126831055,1
cross-encoder,-10.416897773742676,1
cross-encoder,-10.415939331054688,1
cross-encoder,-10.414545059204102,1
cross-encoder,-10.414278030395508,1
cross-encoder,-10.413766860961914,1
cross-encoder,-10.413739204406738,1
cross-encoder,-10.413572311401367,1
cross-encoder,-10.411409378051758,1
cross-encoder,-10.410962104797363,1
cross-encoder,-10.409515380859375,1
cross-encoder,-10.409281730651855,1
cross-encoder,-10.408896446228027,1
cross-encoder,-10.40783977508545,1
cross-encoder,-10.407750129699707,1
cross-encoder,-10.40727710723877,1
cross-encoder,-10.406875610351562,1
cross-encoder,-10.404533386230469,1
cross-encoder,-10.403218269348145,1
cross-encoder,-10.402742385864258,1
cross-encoder,-10.40062141418457,1
cross-encoder,-10.40031623840332,1
cross-encoder,-10.400200843811035,1
cross-encoder,-10.399429321289062,1
cross-encoder,-10.396974563598633,1
cross-encoder,-10.396852493286133,1
cross-encoder,-10.396836280822754,1
cross-encoder,-10.396430969238281,1
cross-encoder,-10.396102905273438,1
cross-encoder,-10.395502090454102,1
cross-encoder,-10.395354270935059,1
cross-encoder,-10.394561767578125,1
cross-encoder,-10.394350051879883,1
cross-encoder,-10.394237518310547,1
cross-encoder,-10.393717765808105,1
cross-encoder,-10.392305374145508,1
cross-encoder,-10.392072677612305,1
cross-encoder,-10.391744613647461,1
cross-encoder,-10.388364791870117,1
cross-encoder,-10.387609481811523,1
cross-encoder,-10.384621620178223,1
cross-encoder,-10.384261131286621,1
cross-encoder,-10.383649826049805,1
cross-encoder,-10.38311767578125,1
cross-encoder,-10.382913589477539,1
cross-encoder,-10.382904052734375,1
cross-encoder,-10.382887840270996,1
cross-encoder,-10.38254165649414,1
cross-encoder,-10.38209056854248,1
cross-encoder,-10.38036823272705,1
cross-encoder,-10.379129409790039,1
cross-encoder,-10.37889289855957,1
cross-encoder,-10.377836227416992,1
cross-encoder,-10.377504348754883,1
cross-encoder,-10.377437591552734,1
cross-encoder,-10.376056671142578,1
cross-encoder,-10.375965118408203,1
cross-encoder,-10.375329971313477,1
cross-encoder,-10.375313758850098,1
cross-encoder,-10.375253677368164,1
cross-encoder,-10.374098777770996,1
cross-encoder,-10.373855590820312,1
cross-encoder,-10.372594833374023,1
cross-encoder,-10.37023639678955,1
cross-encoder,-10.369680404663086,1
cross-encoder,-10.369646072387695,1
cross-encoder,-10.369049072265625,1
cross-encoder,-10.369039535522461,1
cross-encoder,-10.368414878845215,1
cross-encoder,-10.36823844909668,1
cross-encoder,-10.367900848388672,1
cross-encoder,-10.367584228515625,1
cross-encoder,-10.367483139038086,1
cross-encoder,-10.366874694824219,1
cross-encoder,-10.36564826965332,1
cross-encoder,-10.365530014038086,1
cross-encoder,-10.365096092224121,1
cross-encoder,-10.363221168518066,1
cross-encoder,-10.362433433532715,1
cross-encoder,-10.360947608947754,1
cross-encoder,-10.360923767089844,1
cross-encoder,-10.360551834106445,1
cross-encoder,-10.36030387878418,1
cross-encoder,-10.359539031982422,1
cross-encoder,-10.359251022338867,1
cross-encoder,-10.358779907226562,1
cross-encoder,-10.358327865600586,1
cross-encoder,-10.357707977294922,1
cross-encoder,-10.356613159179688,1
cross-encoder,-10.356304168701172,1
cross-encoder,-10.355846405029297,1
cross-encoder,-10.354969024658203,1
cross-encoder,-10.353453636169434,1
cross-encoder,-10.353275299072266,1
cross-encoder,-10.352792739868164,1
cross-encoder,-10.352508544921875,1
cross-encoder,-10.351101875305176,1
cross-encoder,-10.349113464355469,1
cross-encoder,-10.348566055297852,1
cross-encoder,-10.34852409362793,1
cross-encoder,-10.348176956176758,1
cross-encoder,-10.347695350646973,1
cross-encoder,-10.345746994018555,1
cross-encoder,-10.344989776611328,1
cross-encoder,-10.344367980957031,1
cross-encoder,-10.344091415405273,1
cross-encoder,-10.344036102294922,1
cross-encoder,-10.343995094299316,1
cross-encoder,-10.341588020324707,1
cross-encoder,-10.340654373168945,1
cross-encoder,-10.340166091918945,1
cross-encoder,-10.339552879333496,1
cross-encoder,-10.338300704956055,1
cross-encoder,-10.338153839111328,1
cross-encoder,-10.337888717651367,1
cross-encoder,-10.337750434875488,1
cross-encoder,-10.337514877319336,1
cross-encoder,-10.337103843688965,1
cross-encoder,-10.33694839477539,1
cross-encoder,-10.33533763885498,1
cross-encoder,-10.333869934082031,1
cross-encoder,-10.333673477172852,1
cross-encoder,-10.332869529724121,1
cross-encoder,-10.332284927368164,1
cross-encoder,-10.331432342529297,1
cross-encoder,-10.331334114074707,1
cross-encoder,-10.330594062805176,1
cross-encoder,-10.330184936523438,1
cross-encoder,-10.33015251159668,1
cross-encoder,-10.327664375305176,1
cross-encoder,-10.327531814575195,1
cross-encoder,-10.32751750946045,1
cross-encoder,-10.32723331451416,1
cross-encoder,-10.325472831726074,1
cross-encoder,-10.325176239013672,1
cross-encoder,-10.324934959411621,1
cross-encoder,-10.324041366577148,1
cross-encoder,-10.323721885681152,1
cross-encoder,-10.323602676391602,1
cross-encoder,-10.323188781738281,1
cross-encoder,-10.32205867767334,1
cross-encoder,-10.32155990600586,1
cross-encoder,-10.321521759033203,1
cross-encoder,-10.320199966430664,1
cross-encoder,-10.319626808166504,1
cross-encoder,-10.318953514099121,1
cross-encoder,-10.317098617553711,1
cross-encoder,-10.315905570983887,1
cross-encoder,-10.315828323364258,1
cross-encoder,-10.315046310424805,1
cross-encoder,-10.314916610717773,1
cross-encoder,-10.314162254333496,1
cross-encoder,-10.314048767089844,2
cross-encoder,-10.313638687133789,1
cross-encoder,-10.310090065002441,1
cross-encoder,-10.309457778930664,1
cross-encoder,-10.309207916259766,1
cross-encoder,-10.30868148803711,1
cross-encoder,-10.308601379394531,1
cross-encoder,-10.308449745178223,1
cross-encoder,-10.308378219604492,1
cross-encoder,-10.307628631591797,1
cross-encoder,-10.307231903076172,1
cross-encoder,-10.307008743286133,1
cross-encoder,-10.306999206542969,1
cross-encoder,-10.306950569152832,1
cross-encoder,-10.306883811950684,1
cross-encoder,-10.304224014282227,1
cross-encoder,-10.303948402404785,1
cross-encoder,-10.303926467895508,1
cross-encoder,-10.303686141967773,1
cross-encoder,-10.303431510925293,1
cross-encoder,-10.302306175231934,1
cross-encoder,-10.300928115844727,1
cross-encoder,-10.30091667175293,1
cross-encoder,-10.299684524536133,1
cross-encoder,-10.299351692199707,1
cross-encoder,-10.298118591308594,1
cross-encoder,-10.29748821258545,1
cross-encoder,-10.297342300415039,1
cross-encoder,-10.296978950500488,1
cross-encoder,-10.296628952026367,1
cross-encoder,-10.296411514282227,1
cross-encoder,-10.296374320983887,1
cross-encoder,-10.296152114868164,1
cross-encoder,-10.295080184936523,1
cross-encoder,-10.292692184448242,1
cross-encoder,-10.292424201965332,1
cross-encoder,-10.291276931762695,1
cross-encoder,-10.290494918823242,1
cross-encoder,-10.290300369262695,1
cross-encoder,-10.28797721862793,1
cross-encoder,-10.287903785705566,1
cross-encoder,-10.287710189819336,1
cross-encoder,-10.287497520446777,1
cross-encoder,-10.287381172180176,1
cross-encoder,-10.286362648010254,1
cross-encoder,-10.284927368164062,1
cross-encoder,-10.283732414245605,1
cross-encoder,-10.283349990844727,1
cross-encoder,-10.283239364624023,1
cross-encoder,-10.281469345092773,1
cross-encoder,-10.280616760253906,1
cross-encoder,-10.279090881347656,1
cross-encoder,-10.278321266174316,1
cross-encoder,-10.278118133544922,1
cross-encoder,-10.275718688964844,1
cross-encoder,-10.275053024291992,1
cross-encoder,-10.274429321289062,1
cross-encoder,-10.274223327636719,1
cross-encoder,-10.273990631103516,1
cross-encoder,-10.272747993469238,1
cross-encoder,-10.272665023803711,1
cross-encoder,-10.272300720214844,1
cross-encoder,-10.272188186645508,1
cross-encoder,-10.271016120910645,1
cross-encoder,-10.270988464355469,1
cross-encoder,-10.269399642944336,1
cross-encoder,-10.26887035369873,1
cross-encoder,-10.268182754516602,1
cross-encoder,-10.26784610748291,1
cross-encoder,-10.266979217529297,1
cross-encoder,-10.26448917388916,1
cross-encoder,-10.263395309448242,1
cross-encoder,-10.261491775512695,1
cross-encoder,-10.260358810424805,1
cross-encoder,-10.259922981262207,1
cross-encoder,-10.25979232788086,1
cross-encoder,-10.259746551513672,1
cross-encoder,-10.258930206298828,1
cross-encoder,-10.258602142333984,1
cross-encoder,-10.258586883544922,1
cross-encoder,-10.256668090820312,1
cross-encoder,-10.256546020507812,1
cross-encoder,-10.256021499633789,1
cross-encoder,-10.255767822265625,1
cross-encoder,-10.254701614379883,1
cross-encoder,-10.253732681274414,1
cross-encoder,-10.253353118896484,1
cross-encoder,-10.25334358215332,1
cross-encoder,-10.253158569335938,1
cross-encoder,-10.252585411071777,1
cross-encoder,-10.251723289489746,1
cross-encoder,-10.25147819519043,1
cross-encoder,-10.25096321105957,1
cross-encoder,-10.250094413757324,1
cross-encoder,-10.24991512298584,1
cross-encoder,-10.24969482421875,1
cross-encoder,-10.249357223510742,1
cross-encoder,-10.249115943908691,1
cross-encoder,-10.247922897338867,1
cross-encoder,-10.247200965881348,1
cross-encoder,-10.243720054626465,1
cross-encoder,-10.24315357208252,1
cross-encoder,-10.240581512451172,1
cross-encoder,-10.240190505981445,1
cross-encoder,-10.239692687988281,1
cross-encoder,-10.239614486694336,1
cross-encoder,-10.239274978637695,1
cross-encoder,-10.238241195678711,1
cross-encoder,-10.237104415893555,1
cross-encoder,-10.236833572387695,1
cross-encoder,-10.23641586303711,1
cross-encoder,-10.236198425292969,1
cross-encoder,-10.23551082611084,1
cross-encoder,-10.235395431518555,1
cross-encoder,-10.235393524169922,1
cross-encoder,-10.234790802001953,1
cross-encoder,-10.233634948730469,1
cross-encoder,-10.232450485229492,1
cross-encoder,-10.231842041015625,1
cross-encoder,-10.229696273803711,1
cross-encoder,-10.22712516784668,1
cross-encoder,-10.226541519165039,1
cross-encoder,-10.226337432861328,1
cross-encoder,-10.22561264038086,1
cross-encoder,-10.225360870361328,1
cross-encoder,-10.225017547607422,1
cross-encoder,-10.224838256835938,1
cross-encoder,-10.224696159362793,1
cross-encoder,-10.22445297241211,1
cross-encoder,-10.222537994384766,1
cross-encoder,-10.222480773925781,1
cross-encoder,-10.220320701599121,1
cross-encoder,-10.219618797302246,1
cross-encoder,-10.218812942504883,1
cross-encoder,-10.21800708770752,1
cross-encoder,-10.217934608459473,1
cross-encoder,-10.217246055603027,1
cross-encoder,-10.217181205749512,1
cross-encoder,-10.21583080291748,1
cross-encoder,-10.214705467224121,1
cross-encoder,-10.214266777038574,1
cross-encoder,-10.214131355285645,1
cross-encoder,-10.211878776550293,1
cross-encoder,-10.21150016784668,1
cross-encoder,-10.211287498474121,1
cross-encoder,-10.210084915161133,1
cross-encoder,-10.209148406982422,1
cross-encoder,-10.209134101867676,1
cross-encoder,-10.208247184753418,1
cross-encoder,-10.207748413085938,1
cross-encoder,-10.20626449584961,1
cross-encoder,-10.203646659851074,1
cross-encoder,-10.202971458435059,1
cross-encoder,-10.202351570129395,1
cross-encoder,-10.202184677124023,1
cross-encoder,-10.201568603515625,1
cross-encoder,-10.20087718963623,1
cross-encoder,-10.200538635253906,1
cross-encoder,-10.200085639953613,1
cross-encoder,-10.199930191040039,1
cross-encoder,-10.19790267944336,1
cross-encoder,-10.19665813446045,1
cross-encoder,-10.196196556091309,1
cross-encoder,-10.195903778076172,1
cross-encoder,-10.19363784790039,1
cross-encoder,-10.193564414978027,1
cross-encoder,-10.192354202270508,1
cross-encoder,-10.190444946289062,1
cross-encoder,-10.190417289733887,1
cross-encoder,-10.190155029296875,1
cross-encoder,-10.18980598449707,1
cross-encoder,-10.18925666809082,1
cross-encoder,-10.188589096069336,1
cross-encoder,-10.188481330871582,1
cross-encoder,-10.187880516052246,1
cross-encoder,-10.1878662109375,1
cross-encoder,-10.187448501586914,1
cross-encoder,-10.185131072998047,1
cross-encoder,-10.184345245361328,1
cross-encoder,-10.181859970092773,1
cross-encoder,-10.177733421325684,1
cross-encoder,-10.177295684814453,1
cross-encoder,-10.177018165588379,1
cross-encoder,-10.176961898803711,1
cross-encoder,-10.176738739013672,1
cross-encoder,-10.176542282104492,1
cross-encoder,-10.176464080810547,1
cross-encoder,-10.175995826721191,1
cross-encoder,-10.17597770690918,1
cross-encoder,-10.175603866577148,1
cross-encoder,-10.175222396850586,1
cross-encoder,-10.174938201904297,1
cross-encoder,-10.173713684082031,1
cross-encoder,-10.173680305480957,1
cross-encoder,-10.173421859741211,1
cross-encoder,-10.17259693145752,1
cross-encoder,-10.169174194335938,1
cross-encoder,-10.168984413146973,1
cross-encoder,-10.168476104736328,1
cross-encoder,-10.166814804077148,1
cross-encoder,-10.16551399230957,1
cross-encoder,-10.165267944335938,1
cross-encoder,-10.164342880249023,1
cross-encoder,-10.164146423339844,1
cross-encoder,-10.162311553955078,1
cross-encoder,-10.162293434143066,1
cross-encoder,-10.16072940826416,1
cross-encoder,-10.159509658813477,1
cross-encoder,-10.159136772155762,1
cross-encoder,-10.15837287902832,1
cross-encoder,-10.157713890075684,1
cross-encoder,-10.157241821289062,1
cross-encoder,-10.15595817565918,1
cross-encoder,-10.155595779418945,1
cross-encoder,-10.154854774475098,1
cross-encoder,-10.154308319091797,1
cross-encoder,-10.154290199279785,1
cross-encoder,-10.153205871582031,1
cross-encoder,-10.152997970581055,1
cross-encoder,-10.152433395385742,1
cross-encoder,-10.151317596435547,1
cross-encoder,-10.151227951049805,1
cross-encoder,-10.149591445922852,1
cross-encoder,-10.149299621582031,1
cross-encoder,-10.148641586303711,1
cross-encoder,-10.148139953613281,1
cross-encoder,-10.147520065307617,1
cross-encoder,-10.147010803222656,1
cross-encoder,-10.146465301513672,1
cross-encoder,-10.146336555480957,1
cross-encoder,-10.145698547363281,1
cross-encoder,-10.145622253417969,1
cross-encoder,-10.14505386352539,1
cross-encoder,-10.144991874694824,1
cross-encoder,-10.144643783569336,1
cross-encoder,-10.144086837768555,1
cross-encoder,-10.141448974609375,1
cross-encoder,-10.139504432678223,1
cross-encoder,-10.138284683227539,1
cross-encoder,-10.136829376220703,1
cross-encoder,-10.136713027954102,1
cross-encoder,-10.136392593383789,1
cross-encoder,-10.13603401184082,1
cross-encoder,-10.134979248046875,1
cross-encoder,-10.13344955444336,1
cross-encoder,-10.132606506347656,1
cross-encoder,-10.132549285888672,1
cross-encoder,-10.132516860961914,1
cross-encoder,-10.132257461547852,1
cross-encoder,-10.131847381591797,1
cross-encoder,-10.13161849975586,1
cross-encoder,-10.131458282470703,1
cross-encoder,-10.13068675994873,1
cross-encoder,-10.130546569824219,1
cross-encoder,-10.126087188720703,1
cross-encoder,-10.123960494995117,1
cross-encoder,-10.123842239379883,1
cross-encoder,-10.123451232910156,1
cross-encoder,-10.122882843017578,1
cross-encoder,-10.122293472290039,1
cross-encoder,-10.121020317077637,1
cross-encoder,-10.12034797668457,1
cross-encoder,-10.120206832885742,1
cross-encoder,-10.119462013244629,1
cross-encoder,-10.119123458862305,1
cross-encoder,-10.117918014526367,1
cross-encoder,-10.11691665649414,1
cross-encoder,-10.116142272949219,1
cross-encoder,-10.116086959838867,1
cross-encoder,-10.115335464477539,1
cross-encoder,-10.11445426940918,1
cross-encoder,-10.114055633544922,1
cross-encoder,-10.11305046081543,1
cross-encoder,-10.113004684448242,1
cross-encoder,-10.111947059631348,1
cross-encoder,-10.111600875854492,1
cross-encoder,-10.111454010009766,1
cross-encoder,-10.111263275146484,1
cross-encoder,-10.11042594909668,1
cross-encoder,-10.109840393066406,1
cross-encoder,-10.108975410461426,1
cross-encoder,-10.108452796936035,1
cross-encoder,-10.108118057250977,1
cross-encoder,-10.107305526733398,1
cross-encoder,-10.10684585571289,1
cross-encoder,-10.106112480163574,1
cross-encoder,-10.105585098266602,1
cross-encoder,-10.105536460876465,1
cross-encoder,-10.10548210144043,1
cross-encoder,-10.104630470275879,1
cross-encoder,-10.103765487670898,1
cross-encoder,-10.102628707885742,1
cross-encoder,-10.100004196166992,1
cross-encoder,-10.099503517150879,1
cross-encoder,-10.099346160888672,1
cross-encoder,-10.098674774169922,1
cross-encoder,-10.098018646240234,1
cross-encoder,-10.097588539123535,1
cross-encoder,-10.097118377685547,1
cross-encoder,-10.096492767333984,1
cross-encoder,-10.096306800842285,1
cross-encoder,-10.096139907836914,1
cross-encoder,-10.095338821411133,1
cross-encoder,-10.09494400024414,1
cross-encoder,-10.094564437866211,1
cross-encoder,-10.093862533569336,1
cross-encoder,-10.093648910522461,1
cross-encoder,-10.092069625854492,1
cross-encoder,-10.090028762817383,1
cross-encoder,-10.088295936584473,1
cross-encoder,-10.087432861328125,1
cross-encoder,-10.084854125976562,1
cross-encoder,-10.08458137512207,1
cross-encoder,-10.084407806396484,1
cross-encoder,-10.083913803100586,1
cross-encoder,-10.083003044128418,1
cross-encoder,-10.08165454864502,1
cross-encoder,-10.08154010772705,1
cross-encoder,-10.080089569091797,1
cross-encoder,-10.079339981079102,1
cross-encoder,-10.077031135559082,1
cross-encoder,-10.076653480529785,1
cross-encoder,-10.076362609863281,1
cross-encoder,-10.075393676757812,1
cross-encoder,-10.074234008789062,1
cross-encoder,-10.07413101196289,1
cross-encoder,-10.073549270629883,1
cross-encoder,-10.073432922363281,1
cross-encoder,-10.072931289672852,1
cross-encoder,-10.072861671447754,1
cross-encoder,-10.072290420532227,1
cross-encoder,-10.07099723815918,1
cross-encoder,-10.070898056030273,1
cross-encoder,-10.070051193237305,1
cross-encoder,-10.068740844726562,1
cross-encoder,-10.068678855895996,1
cross-encoder,-10.06796646118164,1
cross-encoder,-10.066082000732422,1
cross-encoder,-10.065519332885742,1
cross-encoder,-10.06522274017334,1
cross-encoder,-10.063546180725098,1
cross-encoder,-10.062312126159668,1
cross-encoder,-10.061579704284668,1
cross-encoder,-10.060461044311523,1
cross-encoder,-10.06011962890625,1
cross-encoder,-10.059925079345703,1
cross-encoder,-10.058638572692871,1
cross-encoder,-10.05848503112793,1
cross-encoder,-10.05756950378418,1
cross-encoder,-10.057548522949219,1
cross-encoder,-10.05626392364502,1
cross-encoder,-10.051593780517578,1
cross-encoder,-10.05116081237793,1
cross-encoder,-10.050374984741211,1
cross-encoder,-10.04990005493164,1
cross-encoder,-10.049307823181152,1
cross-encoder,-10.049015045166016,1
cross-encoder,-10.048311233520508,1
cross-encoder,-10.047239303588867,1
cross-encoder,-10.04670524597168,1
cross-encoder,-10.045662879943848,1
cross-encoder,-10.044853210449219,1
cross-encoder,-10.044342994689941,1
cross-encoder,-10.04351806640625,1
cross-encoder,-10.041582107543945,1
cross-encoder,-10.039426803588867,1
cross-encoder,-10.037137031555176,1
cross-encoder,-10.037134170532227,1
cross-encoder,-10.035411834716797,1
cross-encoder,-10.034468650817871,1
cross-encoder,-10.033783912658691,1
cross-encoder,-10.028362274169922,1
cross-encoder,-10.027931213378906,1
cross-encoder,-10.027811050415039,1
cross-encoder,-10.02646255493164,1
cross-encoder,-10.02512264251709,1
cross-encoder,-10.024444580078125,1
cross-encoder,-10.02226734161377,1
cross-encoder,-10.02087688446045,1
cross-encoder,-10.020442008972168,1
cross-encoder,-10.020216941833496,1
cross-encoder,-10.01974105834961,1
cross-encoder,-10.019197463989258,1
cross-encoder,-10.017939567565918,1
cross-encoder,-10.014762878417969,1
cross-encoder,-10.013832092285156,1
cross-encoder,-10.013543128967285,1
cross-encoder,-10.013457298278809,1
cross-encoder,-10.012456893920898,1
cross-encoder,-10.011685371398926,1
cross-encoder,-10.01162338256836,1
cross-encoder,-10.009588241577148,1
cross-encoder,-10.009485244750977,1
cross-encoder,-10.009150505065918,1
cross-encoder,-10.007369995117188,1
cross-encoder,-10.004220008850098,1
cross-encoder,-10.004158020019531,1
cross-encoder,-10.002873420715332,1
cross-encoder,-10.001983642578125,1
cross-encoder,-10.001604080200195,1
cross-encoder,-9.999818801879883,1
cross-encoder,-9.999357223510742,1
cross-encoder,-9.99905014038086,1
cross-encoder,-9.998832702636719,1
cross-encoder,-9.99871826171875,1
cross-encoder,-9.996247291564941,1
cross-encoder,-9.996227264404297,1
cross-encoder,-9.995115280151367,1
cross-encoder,-9.99502944946289,1
cross-encoder,-9.993268966674805,1
cross-encoder,-9.991731643676758,1
cross-encoder,-9.989960670471191,1
cross-encoder,-9.98867416381836,1
cross-encoder,-9.988349914550781,1
cross-encoder,-9.98796558380127,1
cross-encoder,-9.987955093383789,1
cross-encoder,-9.987771987915039,1
cross-encoder,-9.985706329345703,1
cross-encoder,-9.98472785949707,1
cross-encoder,-9.984420776367188,1
cross-encoder,-9.984314918518066,1
cross-encoder,-9.98367691040039,1
cross-encoder,-9.9833984375,1
cross-encoder,-9.98127555847168,1
cross-encoder,-9.98110294342041,1
cross-encoder,-9.978781700134277,1
cross-encoder,-9.978569984436035,1
cross-encoder,-9.978189468383789,1
cross-encoder,-9.976612091064453,1
